Rank,Name,Country,Single
3538,Ignacio Luquez,Argentina,706.53
3539,Pieter Luyten,Belgium,706.57
3540,Mohamad Adrian Syahirin Bin Mohd Faizal,Malaysia,706.97
3541,Attilio Buttiglione,Italy,707.11
3542,Christian Harris,United Kingdom,707.2
3543,Abbe Hansen,Sweden,707.4
3544,Andrei M. Arcellana,Philippines,707.47
3545,Rahm Bharara,USA,707.47
3546,Alejandro Isaza,Colombia,707.55
3547,Timotej Šimurka,Slovakia,707.55
3548,Phạm Việt Dũng,Vietnam,707.59
3549,Juraj Kremser,Slovakia,707.86
3550,Yunong Li (李雨浓),China,707.91
3551,Jaidon Zain Adams,United Kingdom,708.23
3552,Robert Kim (Роберт Ким),Kazakhstan,708.36
3553,Sami Rahman,Bangladesh,708.42
3554,Isidro Ramírez Domínguez,Guatemala,708.56
3555,Felipe de Carvalho Diniz,Brazil,708.7
3556,Jairo Santiago Callejas,USA,708.71
3557,Eduard Betanyan,Russia,708.95
3558,Haobo Zhang (张浩博),China,709.0
3559,Muhammad Fitri Hakim Bin Dzulkarnain,Malaysia,709.04
3560,Janik Blenckner,Germany,709.05
3561,Haoda Yang (杨昊达),China,709.78
3562,Nathan Kearney,USA,709.81
3563,Sarah Cook,USA,709.89
3564,Carlos Molina Alcolea,Spain,709.95
3565,Anurag Jain,India,709.95
3566,Priyanshu Kumar,India,710.01
3567,Roman Strakhov,Russia,710.1
3568,Kirt Protacio,Australia,710.21
3569,Malte von Mehren,Denmark,710.3
3570,Gabriel Valenciano Américo,Brazil,710.52
3571,Jan Babák,Czech Republic,710.64
3572,Martín Mercado,Chile,711.03
3573,Paweł Kowol,Poland,711.29
3574,Jacob Peng,Australia,711.4
3575,Jerome Lam,Canada,711.49
3576,Chio Wai Cheng (趙偉程),Macau,711.86
3577,Yeeun Park (박예은),Korea,711.92
3578,Marco Willems,Netherlands,711.93
3579,Leonardo José Carrari,Brazil,711.96
3580,Jinming Li (李金洺),China,712.24
3581,Ken Jiang,Canada,712.24
3582,Marcin Jakubowski,Poland,712.3
3583,Shuo Zhao (赵硕),China,712.36
3584,Will Do,USA,712.51
3585,Akmal Abduazizov,Uzbekistan,712.51
3586,Davide Merli,Italy,712.65
3587,Bobby D'Angelo,USA,712.75
3588,Haifeng Zhang (章海峰),China,712.85
3589,Daryll Ben Relatorres,Philippines,713.21
3590,James Shearwood,Australia,713.28
3591,Maksym Samoilenko (Максим Самойленко),Ukraine,713.33
3592,Benjamin Grzesiak,United Kingdom,713.39
3593,Jie Chen (陈杰),China,713.45
3594,Isaac Koperski,USA,713.78
3595,Ooi Zhen Ka,Malaysia,713.81
3596,Chad Batten,USA,713.94
3597,Bryan Gan Tze Yang,Malaysia,714.18
3598,Alexandre Key Wakate Teruya,Brazil,714.31
3599,Erwan de Lépinau,France,714.42
3600,Hyun-Kyoo Rah (나현규),Korea,714.66
3601,Abner Priyo Utomo,Indonesia,714.8
3602,Thomas Nguyen,USA,714.9
3603,Gabriel Adrian Cruz,Philippines,714.96
3604,Yong Hyeon Jo (조용현),Korea,715.09
3605,Benjamin Alonso Simon Fuentes,Chile,715.37
3606,Leyner Jamauca,Colombia,715.46
3607,Robert G. Pearce IV,USA,715.49
3608,Ernur Ersayynov,Kazakhstan,715.56
3609,Nat Baylon,USA,715.67
3610,Oscar Javier Guerrero Cardenas,Colombia,715.84
3611,Alfonso Jose Torres Alvarez,Venezuela,715.9
3612,Joshua Santiago Monterrosa Herrera,Mexico,715.96
3613,Konstantin Solovev (Константин Соловьёв),Russia,716.07
3614,AJ Le,USA,716.16
3615,Dániel Kui,Hungary,716.22
3616,Haoran Wang (王浩然),China,716.25
3617,Kennan LeJeune,USA,716.83
3618,Weijiang Xu (徐卫强),China,716.9
3619,Noah Arthurs,USA,716.92
3620,Abhimanyu Singhal,India,717.0
3621,Rohan Jain,USA,717.41
3622,Ronald Ken Mahait,Philippines,717.42
3623,Ondřej Matoušek,Czech Republic,717.48
3624,Augusto Rosa Esteves,Brazil,717.68
3625,Lê Duy Khang,Vietnam,717.86
3626,Emiliano Xiuhuitzilli Sanchez Olivera,Mexico,718.0
3627,Qirun Zhong (钟奇润),China,718.04
3628,Bobby Mapp,USA,718.13
3629,Alex Seidler,USA,718.24
3630,Owen Hjerpe,USA,718.29
3631,Seb van den Beemt,Netherlands,718.35
3632,Leyton Beardslee,USA,718.49
3633,Hector Huanqque,Peru,718.71
3634,Christian Dirks,Germany,719.02
3635,Cooper Dean,USA,719.03
3636,Junqi Feng (冯骏骐),China,719.36
3637,Maksym B. Tsymbaliuk (Максим Б. Цимбалюк),Ukraine,719.51
3638,Luigi Manzo,Italy,719.54
3639,Daniel Schäfer,Germany,719.59
3640,Ming Dao Ting,Australia,719.68
3641,Sandra Kuotesaho,Finland,719.69
3642,Aston Culf,Australia,719.79
3643,Pedro Miranda Moreira,Brazil,719.82
3644,Sietse Averesch,Netherlands,719.91
3645,Yi-Van Studenov,Canada,720.02
3646,Federico Rinalduzzi,Italy,720.02
3647,Yefeng Hu (胡叶枫),China,720.09
3648,Benjamin Lippsmeier,Switzerland,720.39
3649,Jonathan Dammann,France,720.53
3650,Moses San Pascual,Philippines,720.61
3651,Yihankang Li (李易汉康),China,720.79
3652,Korakot Inkaew (กรกฎ อิ่นแก้ว),Thailand,721.17
3653,Jack Haviland,USA,721.27
3654,Anton Rostovikov,Russia,721.35
3655,Hubert Tavernier,France,721.36
3656,Marcin Rogala,Poland,721.45
3657,Mengzhu Feng (冯梦珠),China,721.64
3658,Oliver Blount,United Kingdom,721.79
3659,Aaron Abramowitz,USA,721.8
3660,Gabriel Brian Balbuena Gutiérrez,Mexico,721.91
3661,Erik Shakirov,Russia,722.16
3662,Larry Zuo,China,722.2
3663,Osvaldo Sánchez,Mexico,722.29
3664,Meng Yuan (袁梦),China,722.3
3665,Cary Huang,USA,722.66
3666,Leonid Kuzmin (Леонид Кузьмин),Russia,722.86
3667,Ben Nyul,Germany,722.93
3668,Uladzislau Ushakov (Владислав Ушаков),Belarus,723.17
3669,Oleksandr Ivanchak (Олександр Іванчак),Ukraine,723.37
3670,Daniel Chudecki,Poland,723.39
3671,Chi-Yuan Koung (龔祺元),Taiwan,723.49
3672,María José Martínez León,Colombia,723.92
3673,Jin Liao (廖劲),China,723.98
3674,Marco Iamonte,Italy,724.15
3675,Takuma Shirahase (白波瀬拓磨),Japan,724.21
3676,Andrey Radaev (Андрей Радаев),Russia,724.27
3677,Bence Tóth,Hungary,724.3
3678,Ryan Goff,USA,724.34
3679,Yuchen Huang (黄禹尘),China,724.37
3680,Chun-Wei Lin (林君瑋),Taiwan,724.46
3681,Nguyễn Hữu Anh,Vietnam,724.49
3682,Michał Wojcieszek,Poland,724.53
3683,Carl Abrahamsen,Norway,724.75
3684,Benjamin Gendre,France,725.05
3685,Lachlan Malcolm,Australia,725.07
3686,Anthony Dominquez,USA,725.23
3687,Quanyi Xu (徐全意),China,725.35
3688,Alex VanderGriend,USA,725.46
3689,Samuel Baird,USA,725.59
3690,Alan Jia,Canada,725.63
3691,Maksim Chen,Netherlands,725.67
3692,Levente Baráth,Hungary,725.67
3693,Muhammad Zuhair Bin Zulkaply,Malaysia,725.69
3694,Milhouse Gibbons-Paul,United Kingdom,725.77
3695,Jared Balassaitis,USA,725.8
3696,Francesco Schmitt,Germany,725.82
3697,Henry Hammer,USA,725.96
3698,Michał Matczak,Poland,725.99
3699,Nicolas Cardenas Claros,Bolivia,726.02
3700,Marc Danelkewitz,Germany,726.07
3701,Parth Garg,USA,726.15
3702,Lam Yu Ching (林雨晴),Hong Kong,726.18
3703,Benjamin Hoppes,USA,726.36
3704,Noah Paredes,USA,726.45
3705,Stefen Lake,USA,726.48
3706,Sebastiano Benato,Uruguay,726.54
3707,Everett Kelly,USA,726.57
3708,Shengqun Wang (王胜群),China,726.59
3709,Martial Averous,France,726.62
3710,Dongheon Ryu (류동헌),Korea,726.64
3711,Andres Armando Montalvo Vera,Peru,726.71
3712,Jiankang Li (李建康),China,726.77
3713,Joseph C. Browning,USA,726.8
3714,Ahsanul Insan Hamid,Indonesia,726.95
3715,Everest Shi,Canada,727.07
3716,Oscar Wong Jing Yee (王敬宇),Malaysia,727.32
3717,John Linder,Canada,727.35
3718,Fabian Andrey Montenegro Barrero,Colombia,727.4
3719,Junzhong Chen (陈浚中),China,727.47
3720,Grigorii Alekseev,Russia,727.51
3721,Đinh Minh Thông,Vietnam,727.55
3722,Aaron Cohen,USA,727.67
3723,Martin Reinisch,Germany,727.83
3724,Eoin Dowling,Ireland,728.04
3725,Jingbin Li (李晶斌),China,728.07
3726,Michael Zavalza,USA,728.42
3727,Brigham Dent,USA,728.44
3728,Naoya Inahara (稲原直哉),Japan,728.52
3729,Enrymar Cisneros,Venezuela,728.52
3730,Ethan Glauser,USA,728.61
3731,Sadiq Ahmed,Nigeria,728.66
3732,Andrey Lopez Rodríguez,Costa Rica,728.67
3733,Kacper Wójcik,Poland,728.81
3734,Harry Owen,United Kingdom,728.92
3735,Pedro Henrique da Silva Tesch,Brazil,729.15
3736,Braydon Godin,Canada,729.42
3737,Russell Roberts,USA,729.5
3738,Qingxin Lin (林庆鑫),China,729.61
3739,Kabir Johal,Canada,729.63
3740,William Greninger,USA,729.75
3741,Viktor Zenk,Sweden,729.93
3742,Modi Saurav,India,729.93
3743,Kian I. Lee,Philippines,729.99
3744,Tomasz Kartasiński,Poland,730.25
3745,Sam Spendla,United Kingdom,730.34
3746,Tsu-Yu Tseng (曾子瑜),Taiwan,730.48
3747,Jemco Casquejo,Philippines,730.6
3748,Fabiano Pinheiro de Oliveira,Brazil,730.67
3749,Jie-Yu Xie (謝傑宇),Taiwan,730.74
3750,Maxim Hildt,Germany,730.8
3751,Petr Michovský,Czech Republic,730.93
3752,Ryota Futagami (二神亮太),Japan,731.16
3753,David Quach,Germany,731.36
3754,Po-Hsien Ou (歐柏賢),Taiwan,731.57
3755,Matthew Heritage (梁子庭),Hong Kong,731.68
3756,Rit Varun,India,731.76
3757,Jiajia Yu (余佳佳),China,731.78
3758,Andrew Kehm,USA,731.81
3759,Ethan Coolidge,USA,732.0
3760,Bruce Kong,Canada,732.06
3761,Andrés Claros,Argentina,732.35
3762,David Novák,Czech Republic,732.43
3763,Yinbing Tan (檀银兵),China,732.46
3764,Patrick Skelley,USA,732.59
3765,Jordan Nguyen,USA,732.85
3766,Jung Hwan Lee,Korea,732.98
3767,Titus Sutterfield,USA,733.04
3768,Qikai Wang (王其凯),China,733.12
3769,Lars Van den broeck,Belgium,733.24
3770,Hubert Badocha,Poland,733.25
3771,Hongmiao Gao (高宏淼),China,733.66
3772,Kai Ma (马开),China,733.86
3773,Thunyatep Anantanapong (ธัญเทพ อนันต์ธนาพงษ์),Thailand,733.87
3774,Harald Skinnes Kryvi,Norway,733.91
3775,Didi Stone,USA,734.05
3776,Michael Bradley,Canada,734.15
3777,Dev Agarwal,India,734.26
3778,Pierre Bouvier,France,734.35
3779,Laurent Vogt,Germany,734.47
3780,Sina Salehpour (سینا صالح پور),Iran,734.58
3781,Gaurav Bachani,India,734.66
3782,Wang Xu (徐望),China,734.73
3783,Lakshmi Sai Srivatsa,India,735.11
3784,Dylan Ulysses James Thomas,Australia,735.13
3785,Alban Marchal,France,735.44
3786,Christopher Tolksdorf,Germany,735.49
3787,Mikhail Arkhipov,Russia,735.54
3788,Ömer Furkan Günler,Turkey,735.56
3789,Caleb Hoover,USA,736.1
3790,Marcin Popławski,Poland,736.22
3791,Estevan Lujan,USA,736.23
3792,Muhammad Al-Hadi Akmal,Malaysia,736.75
3793,Nikolaos Karampelas,Greece,736.82
3794,Yanfeng Zhu (朱艳枫),China,737.19
3795,Satoru Umetsu (梅津諭),Japan,737.2
3796,Alessandro Guilmar Cervantes Albarrán,Mexico,737.36
3797,Noel Yzaguirre,Peru,737.46
3798,Ágoston Demény,Hungary,737.55
3799,Pascal Ordano,Argentina,738.28
3800,Gijs Peletier,Netherlands,738.44
3801,Wojciech Rogoziński,Poland,738.87
3802,Lior Tetro,Israel,738.91
3803,Phil Patrick F. Isidro,Philippines,738.95
3804,Darii Caireac (Дарий Кайряк),Belarus,739.07
3805,Yunfei Shao (邵云飞),China,739.12
3806,Russel Bocalbos,Philippines,739.14
3807,Mustafa Berke Özcan,Turkey,739.14
3808,Eric Camplin,USA,739.16
3809,Zach Richards,USA,739.23
3810,David Felipe Rodríguez Gutierrez,Colombia,739.34
3811,Fabian Settelen,Switzerland,739.59
3812,Andi Alvin Adhyaksa Putra,Indonesia,739.62
3813,Luan Gomes de Almeida Araújo,Brazil,739.69
3814,Oscar Burga,Ecuador,739.69
3815,Ryan Lim,USA,739.72
3816,Federico Viola,Italy,739.88
3817,Yannick Tonatiuh Napsuciale Heredia,Mexico,739.96
3818,Marco Minici,Italy,740.26
3819,David Golisch,USA,740.35
3820,Sebastian Teng,Argentina,740.59
3821,Bartłomiej Maj,Poland,740.68
3822,Samuel Hanstein,Germany,740.94
3823,Chui-Hsien Lin (林垂憲),Taiwan,741.08
3824,Juan Pablo Silvera Prieto,Colombia,741.17
3825,Richard Fousek,Czech Republic,741.33
3826,Arvid Sandström,Sweden,741.48
3827,Paolo Marino,Italy,741.53
3828,Victor Sinan Seixo de Brito Gomes,Brazil,741.6
3829,Frank Morris,USA,741.62
3830,Andrew Sherman,Australia,741.63
3831,Qi Zhang (张琪),China,741.9
3832,Adrian Radziewicz,Poland,741.98
3833,Gwee Jia You,Malaysia,741.99
3834,Julien Roux,France,742.01
3835,Ben Rogers,USA,742.08
3836,Brodie D. Cheater,Australia,742.17
3837,Tácito Sampaio Gaspar de Oliveira Filho,Brazil,742.28
3838,Didiet Aditya Bayu Kusuma,Indonesia,742.6
3839,Ryan Kindt,USA,743.01
3840,Noah Charles Cryns,USA,743.11
3841,Alexander Markoulis,USA,743.25
3842,Jonah Blakeley,Australia,743.26
3843,Erik Cheng (鄭聿軒),USA,743.43
3844,Conor Smith,Ireland,743.79
3845,Zihao Wang (王子豪),China,743.82
3846,Chengming Su (苏成明),China,744.05
3847,Hamish Monckton,Australia,744.1
3848,Tan Yan Shun,Malaysia,744.11
3849,Rwell Shawn A. Castaneda,Philippines,744.66
3850,Bryan Kroesbeek,Netherlands,744.67
3851,Monica Beatriz Calvo,Philippines,744.72
3852,Fabian Toboła,Poland,744.73
3853,Thomas Patterson,United Kingdom,744.73
3854,Liam Harrison Bliss,USA,744.78
3855,Jay Cumming,USA,744.8
3856,Mika Schwendener,Switzerland,745.12
3857,Evan Brandsma,USA,745.13
3858,Cedric Schweitzer,Germany,745.24
3859,Elliot Sherrow,USA,745.24
3860,David Karlsson,Sweden,745.45
3861,Kyle Meade,USA,745.61
3862,Gabriel Lincon Souza,Brazil,745.95
3863,Alberto Arturo Ayllón Bustos,Bolivia,746.13
3864,Fernando Ávila Ruíz,Mexico,746.39
3865,Laurence He,Ireland,746.48
3866,Yunzhou Zhu (朱云舟),China,746.52
3867,Jakub Bartos,Poland,746.53
3868,Rafael Alvarez,Venezuela,746.97
3869,Maximilian Berkmann,United Kingdom,747.05
3870,Jesper Schmidt,Denmark,747.21
3871,Juuso Suutari,Finland,747.4
3872,Andy Lee Mitchell,Ireland,747.64
3873,Javier Gil,Spain,747.73
3874,Alejandro Cisneros Morales,Mexico,747.85
3875,Shikhar Mohan,India,747.86
3876,Willem Klose,Germany,747.88
3877,Salih Kolakovic,Australia,748.01
3878,Daniel G. Preston,USA,748.04
3879,Alvin Febrianth,Indonesia,748.72
3880,Gunnar Kilborn,Sweden,748.81
3881,Oleksandr Pohasii (Олександр Погасій),Ukraine,748.84
3882,Grigoriy Shumakov,Russia,749.07
3883,Jae Goode,United Kingdom,749.18
3884,Ping Guan (关平),China,749.19
3885,Ankush Kumar,India,749.23
3886,Sachin Krishna Rao,India,749.39
3887,Juan F. Wulff,USA,749.41
3888,Leo Hock-Morris,Australia,749.44
3889,Rajmund Keresztes,Hungary,749.45
3890,Noah Fisher,USA,749.45
3891,Mohamad Azraei,Malaysia,749.71
3892,Adam Ahmad,USA,749.78
3893,Maxim Kudryashov (Максим Кудряшов),Russia,749.86
3894,Nóra Szepes,Hungary,749.91
3895,Isai Oswaldo Gonzalez Canessa,El Salvador,750.23
3896,Prakhar Gupta,India,750.25
3897,James Gutiérrez,Bolivia,750.28
3898,Kai Kopke,Canada,750.31
3899,Lee Jia Yong (李伽榮),Malaysia,750.45
3900,Levi Edler,USA,750.48
3901,Anant Pingle,India,750.52
3902,Luis Andrei Castillo Arellano,Mexico,750.55
3903,Ha Min Oh (오해민),Korea,750.65
3904,Roel Hoogeveen,Netherlands,750.69
3905,Alex Goodhead,United Kingdom,750.82
3906,Emmet Southfield,USA,750.84
3907,Paweł Włoszek,Poland,750.87
3908,Matias Macaya,Chile,750.95
3909,Nathaniel Weglarz,USA,750.96
3910,Oleksandr Antypov (Олександр Антипов),Ukraine,751.4
3911,Marco Sander Quilca Quiranza,Ecuador,751.44
3912,Hung Lo (羅鴻),Taiwan,751.49
3913,Rafael Quilit,Philippines,751.62
3914,Pacifico Rodriguez,Switzerland,751.63
3915,Phạm Phước Thuận,Vietnam,751.68
3916,Lakshay Sharma,India,751.68
3917,Alisher Soltan (Алишер Солтан),Kazakhstan,752.08
3918,Nik Maraun,Germany,752.31
3919,David Gálvez,El Salvador,752.37
3920,Andreas Moen,Norway,752.44
3921,Jake Patterson,USA,752.52
3922,Zixiang Zhang (张子翔),China,752.69
3923,Hongyi Li (李泓毅),China,752.8
3924,Haozhi Pan (潘颢之),China,752.91
3925,James Dean Ludlow,United Kingdom,752.92
3926,Luca Rannisi,Italy,753.04
3927,Tomasz Kaczorowski,Poland,753.11
3928,Thomas Visaya-Neville,Ireland,753.3
3929,Malakai Bergen,Canada,753.55
3930,Nicolas Schmied,Switzerland,754.01
3931,Jessica Moens,Belgium,754.07
3932,Romain Mailly,France,754.16
3933,Xiangjia Kong (孔祥佳),United Kingdom,754.33
3934,Fazhen Wu (吴法臻),China,754.41
3935,Wenjie Xu (徐文杰),China,754.59
3936,Kian Barry,USA,754.61
3937,Franco Silva,Chile,754.7
3938,Jonathan Collins,United Kingdom,754.73
3939,Szymon Nowak,Poland,754.94
3940,Erick Santillán Benítez,Mexico,755.27
3941,Henrik Speer By,Norway,755.33
3942,Gair Alejandro Argüello Hernández,Mexico,755.38
3943,Piotr Kuchta,Poland,755.46
3944,Tino Nordbeck,Germany,755.93
3945,Jieyu Jiang (蒋捷宇),China,755.99
3946,Alex St. George,USA,756.18
3947,Xiaojian Li (李晓健),China,756.32
3948,Bartosz Karpiński,Poland,756.56
3949,Anuj Menta,India,756.58
3950,Bartosz Dąbrowski,Poland,756.65
3951,Hongfei Tian (田洪飞),China,756.67
3952,Long Zhou (周龙),China,756.93
3953,Lianghai Sui (眭亮海),China,757.0
3954,Iuri Grangeiro Carvalho,Brazil,757.24
3955,Omry Noam,Israel,757.32
3956,Fyodor Ivanov,Russia,757.34
3957,Garuda Firmansyah,Indonesia,757.73
3958,Martin Zahradník,Czech Republic,757.97
3959,Ayush Goyal,India,758.1
3960,Ansis Plēpis,Latvia,758.25
3961,Max Lau,USA,758.6
3962,András Bényi,Hungary,758.81
3963,Mykhailo Yartsun (Михайло Ярцун),Ukraine,758.9
3964,Chuan-Chen Ho (何權宸),Taiwan,758.93
3965,Sandra Devi,Indonesia,758.95
3966,Daniel Coy Calderón,Colombia,759.18
3967,Giovanni Tanaka (陈华安),Indonesia,759.19
3968,Maksymilian Kwaśniewski,Poland,759.3
3969,John Bailey,Canada,759.45
3970,Sergio Torrijos Santano,Spain,759.47
3971,Todor Enikov,Bulgaria,759.68
3972,Finn X. Gotcher,USA,759.69
3973,Zach Amiridis,Australia,760.03
3974,Frederik Rollmann,Germany,760.27
3975,Bo Wang (王波),China,760.28
3976,Yi-Chun Wang (王逸雋),Taiwan,760.34
3977,Bhaktij Patil,India,760.42
3978,Zak Walters,United Kingdom,760.72
3979,Jiajie Luo (罗佳杰),China,760.8
3980,Philipp Lehnhardt,Germany,760.81
3981,Eric Rios Sánchez,Mexico,760.94
3982,Carl Tsai,USA,761.02
3983,José Eduardo Figueroa,Dominican Republic,761.07
3984,Błażej Cichy,Poland,761.08
3985,Alistair Miller,United Kingdom,761.12
3986,Kou Moriya (森谷航),Japan,761.26
3987,Stefan Loosli,Switzerland,761.35
3988,Guang Zhao (赵广),China,761.4
3989,Liew Yee Voon (劉倚文),Malaysia,761.41
3990,Isak Danke,USA,761.53
3991,Felix Lee,USA,761.64
3992,Jorge Martín Espinosa,Spain,761.69
3993,Vinnie Del Monte,USA,761.84
3994,Bernhard Brodowsky,Germany,762.04
3995,Villiam Pallisgård,Denmark,762.14
3996,Brody Meschke,USA,762.29
3997,Allyson Dias de Lima,Brazil,762.42
3998,Lennon Young,USA,762.6
3999,Nikko Gammad,Philippines,762.63
4000,Jesse Mailloux,USA,762.82
4001,Tam Quan,Australia,763.29
4002,Xin Zheng (郑昕),China,763.46
4003,Joni Hiisvirta,Finland,763.49
4004,Davide Camilleri,Italy,763.6
4005,Kyle Yamamoto,USA,763.82
4006,Alexander Nagler,USA,763.91
4007,Ivan Katkov,Russia,763.98
4008,Cameron Aume,USA,763.99
4009,Georgiy Titov (Георгій Тітов),Ukraine,764.19
4010,Juan Javier Quispe Lujan,Peru,764.23
4011,Sam Koch,USA,764.5
4012,Levi Way,United Kingdom,764.56
4013,François Courtès,France,764.61
4014,Martin Bláha,Czech Republic,764.96
4015,Ilya Epifanov,Russia,764.98
4016,Darya Belonogova,Russia,764.98
4017,Brady Swan,USA,765.02
4018,Bhaskar Parvatha,India,765.11
4019,Samuele Gulino,Italy,765.11
4020,Oscar Jones,United Kingdom,765.28
4021,Joshua Isaac Riofrio Calderon,Ecuador,765.37
4022,Ivan Terekh,Belarus,765.55
4023,Robin Blöhm,Germany,765.85
4024,Erick Tian,Canada,765.94
4025,Ivan Tang,Canada,765.96
4026,Jean-Luc Grijt,Netherlands,766.04
4027,Daxton Westlake,USA,766.06
4028,Serhii Mormul (Сергій Мормуль),Ukraine,766.11
4029,Johnley Bibaoco,Philippines,766.12
4030,Hideki Niina (新名秀樹),Japan,766.12
4031,Claudio Ramón Castillo Salazar,Mexico,766.31
4032,Artemiy Alyabev,Russia,766.39
4033,Tom Salmon,United Kingdom,766.63
4034,Yi Ren (任逸),China,766.87
4035,Assylkhan Meirkhanov (Асылхан Мейрханов),Kazakhstan,767.01
4036,Axel Karim Guel Ricoy,Mexico,767.08
4037,Robin Verstraten,Netherlands,767.49
4038,Pavel Raschetov (Павел Расчетов),Kazakhstan,767.57
4039,Raimy Marte,Dominican Republic,767.59
4040,Thomas Müller,Germany,767.79
4041,Brandon Argel Hernández Martínez,Mexico,767.87
4042,Chester Lian,Malaysia,767.9
4043,Roberto Henrique Borges Machado,Brazil,768.19
4044,Siddarth Pullela,USA,768.25
4045,Aidan Grainger,United Kingdom,768.46
4046,Luis Andres Peña Diaz,Mexico,768.92
4047,Seth Nephi Perez Arevalo,Guatemala,768.98
4048,Guokang He (何国康),China,769.05
4049,Chad Thut,USA,769.33
4050,Axel Hernández Flores,Mexico,769.56
4051,Minato Imai (今井港),Japan,769.67
4052,Varun Gudibanda,USA,769.8
4053,Xin Shi (石欣),China,770.12
4054,Azamat Seitbekov (Азамат Сейтбеков),Kazakhstan,770.21
4055,Steven Qie,USA,770.24
4056,Hayden C. Lesser,USA,770.29
4057,Teera Tareesuchevakul (ธีรา ธารีสุชีวกุล),Thailand,770.35
